J,alpha,target,phi_E1,phi_E0,rho,simulations,seed,scenario,kind,parameters,metric,value,average_sample_size,engine_version
2,0.05,0.8,0.3,0.1,0,10000,20365554,H0_s0_k0,null,0.4;0.3;0.4;0.3,Type I error,0.034,49,1.0.0
2,0.05,0.8,0.3,0.1,0,10000,20365554,H0_s0_k1,null,0.4;0.1;0.4;0.3,Type I error,0.0026,49,1.0.0
2,0.05,0.8,0.3,0.1,0,10000,20365554,H0_s0_k2,null,0.4;0.1;0.4;0.1,Type I error,0.0001,49,1.0.0
2,0.05,0.8,0.3,0.1,0,10000,20365554,H0_s1_k1,null,0.2;0.1;0.4;0.3,Type I error,0.0449,49,1.0.0
2,0.05,0.8,0.3,0.1,0,10000,20365554,H0_s1_k2,null,0.2;0.1;0.4;0.1,Type I error,0.0017,49,1.0.0
2,0.05,0.8,0.3,0.1,0,10000,20365554,H0_s2_k2,null,0.2;0.1;0.2;0.1,Type I error,0.018,49,1.0.0
2,0.05,0.8,0.3,0.1,0,10000,20365554,W1,alternative,0.2;0.3;0.4;0.3,Power,0.8153,49,1.0.0
2,0.05,0.8,0.3,0.1,0,10000,20365554,W2,alternative,0.2;0.1;0.2;0.3,Power,0.8199,49,1.0.0
2,0.05,0.8,0.3,0.1,0,10000,20365554,P1,alternative,0.2;0.3;0.2;0.3,Power,0.9592,49,1.0.0
2,0.05,0.8,0.3,0.1,0.3,10000,20470283,H0_s0_k0,null,0.4;0.3;0.4;0.3,Type I error,0.0331,49,1.0.0
2,0.05,0.8,0.3,0.1,0.3,10000,20470283,H0_s0_k1,null,0.4;0.1;0.4;0.3,Type I error,0.0021,49,1.0.0
2,0.05,0.8,0.3,0.1,0.3,10000,20470283,H0_s0_k2,null,0.4;0.1;0.4;0.1,Type I error,0,49,1.0.0
2,0.05,0.8,0.3,0.1,0.3,10000,20470283,H0_s1_k1,null,0.2;0.1;0.4;0.3,Type I error,0.0463,49,1.0.0
2,0.05,0.8,0.3,0.1,0.3,10000,20470283,H0_s1_k2,null,0.2;0.1;0.4;0.1,Type I error,0.0008,49,1.0.0
2,0.05,0.8,0.3,0.1,0.3,10000,20470283,H0_s2_k2,null,0.2;0.1;0.2;0.1,Type I error,0.0208,49,1.0.0
2,0.05,0.8,0.3,0.1,0.3,10000,20470283,W1,alternative,0.2;0.3;0.4;0.3,Power,0.8243,49,1.0.0
2,0.05,0.8,0.3,0.1,0.3,10000,20470283,W2,alternative,0.2;0.1;0.2;0.3,Power,0.8163,49,1.0.0
2,0.05,0.8,0.3,0.1,0.3,10000,20470283,P1,alternative,0.2;0.3;0.2;0.3,Power,0.9625,49,1.0.0
2,0.05,0.8,0.6,0.4,0,10000,20365554,H0_s0_k0,null,0.4;0.6;0.4;0.6,Type I error,0.0188,63,1.0.0
2,0.05,0.8,0.6,0.4,0,10000,20365554,H0_s0_k1,null,0.4;0.4;0.4;0.6,Type I error,0.0011,63,1.0.0
2,0.05,0.8,0.6,0.4,0,10000,20365554,H0_s0_k2,null,0.4;0.4;0.4;0.4,Type I error,0.0001,63,1.0.0
2,0.05,0.8,0.6,0.4,0,10000,20365554,H0_s1_k1,null,0.2;0.4;0.4;0.6,Type I error,0.0458,63,1.0.0
2,0.05,0.8,0.6,0.4,0,10000,20365554,H0_s1_k2,null,0.2;0.4;0.4;0.4,Type I error,0.0019,63,1.0.0
2,0.05,0.8,0.6,0.4,0,10000,20365554,H0_s2_k2,null,0.2;0.4;0.2;0.4,Type I error,0.0282,63,1.0.0
2,0.05,0.8,0.6,0.4,0,10000,20365554,W1,alternative,0.2;0.6;0.4;0.6,Power,0.8219,63,1.0.0
2,0.05,0.8,0.6,0.4,0,10000,20365554,W2,alternative,0.2;0.4;0.2;0.6,Power,0.8198,63,1.0.0
2,0.05,0.8,0.6,0.4,0,10000,20365554,P1,alternative,0.2;0.6;0.2;0.6,Power,0.958,63,1.0.0
2,0.05,0.8,0.6,0.4,0.3,10000,20470283,H0_s0_k0,null,0.4;0.6;0.4;0.6,Type I error,0.0188,63,1.0.0
2,0.05,0.8,0.6,0.4,0.3,10000,20470283,H0_s0_k1,null,0.4;0.4;0.4;0.6,Type I error,0.001,63,1.0.0
2,0.05,0.8,0.6,0.4,0.3,10000,20470283,H0_s0_k2,null,0.4;0.4;0.4;0.4,Type I error,0,63,1.0.0
2,0.05,0.8,0.6,0.4,0.3,10000,20470283,H0_s1_k1,null,0.2;0.4;0.4;0.6,Type I error,0.0446,63,1.0.0
2,0.05,0.8,0.6,0.4,0.3,10000,20470283,H0_s1_k2,null,0.2;0.4;0.4;0.4,Type I error,0.0016,63,1.0.0
2,0.05,0.8,0.6,0.4,0.3,10000,20470283,H0_s2_k2,null,0.2;0.4;0.2;0.4,Type I error,0.0255,63,1.0.0
2,0.05,0.8,0.6,0.4,0.3,10000,20470283,W1,alternative,0.2;0.6;0.4;0.6,Power,0.8168,63,1.0.0
2,0.05,0.8,0.6,0.4,0.3,10000,20470283,W2,alternative,0.2;0.4;0.2;0.6,Power,0.809,63,1.0.0
2,0.05,0.8,0.6,0.4,0.3,10000,20470283,P1,alternative,0.2;0.6;0.2;0.6,Power,0.9586,63,1.0.0
2,0.05,0.9,0.3,0.1,0,10000,20365554,H0_s0_k0,null,0.4;0.3;0.4;0.3,Type I error,0.0274,65,1.0.0
2,0.05,0.9,0.3,0.1,0,10000,20365554,H0_s0_k1,null,0.4;0.1;0.4;0.3,Type I error,0.0022,65,1.0.0
2,0.05,0.9,0.3,0.1,0,10000,20365554,H0_s0_k2,null,0.4;0.1;0.4;0.1,Type I error,0.0002,65,1.0.0
2,0.05,0.9,0.3,0.1,0,10000,20365554,H0_s1_k1,null,0.2;0.1;0.4;0.3,Type I error,0.0482,65,1.0.0
2,0.05,0.9,0.3,0.1,0,10000,20365554,H0_s1_k2,null,0.2;0.1;0.4;0.1,Type I error,0.0018,65,1.0.0
2,0.05,0.9,0.3,0.1,0,10000,20365554,H0_s2_k2,null,0.2;0.1;0.2;0.1,Type I error,0.028,65,1.0.0
2,0.05,0.9,0.3,0.1,0,10000,20365554,W1,alternative,0.2;0.3;0.4;0.3,Power,0.9157,65,1.0.0
2,0.05,0.9,0.3,0.1,0,10000,20365554,W2,alternative,0.2;0.1;0.2;0.3,Power,0.9043,65,1.0.0
2,0.05,0.9,0.3,0.1,0,10000,20365554,P1,alternative,0.2;0.3;0.2;0.3,Power,0.9897,65,1.0.0
2,0.05,0.9,0.3,0.1,0.3,10000,20470283,H0_s0_k0,null,0.4;0.3;0.4;0.3,Type I error,0.0242,65,1.0.0
2,0.05,0.9,0.3,0.1,0.3,10000,20470283,H0_s0_k1,null,0.4;0.1;0.4;0.3,Type I error,0.0018,65,1.0.0
2,0.05,0.9,0.3,0.1,0.3,10000,20470283,H0_s0_k2,null,0.4;0.1;0.4;0.1,Type I error,0,65,1.0.0
2,0.05,0.9,0.3,0.1,0.3,10000,20470283,H0_s1_k1,null,0.2;0.1;0.4;0.3,Type I error,0.0518,65,1.0.0
2,0.05,0.9,0.3,0.1,0.3,10000,20470283,H0_s1_k2,null,0.2;0.1;0.4;0.1,Type I error,0.0021,65,1.0.0
2,0.05,0.9,0.3,0.1,0.3,10000,20470283,H0_s2_k2,null,0.2;0.1;0.2;0.1,Type I error,0.0249,65,1.0.0
2,0.05,0.9,0.3,0.1,0.3,10000,20470283,W1,alternative,0.2;0.3;0.4;0.3,Power,0.9129,65,1.0.0
2,0.05,0.9,0.3,0.1,0.3,10000,20470283,W2,alternative,0.2;0.1;0.2;0.3,Power,0.9054,65,1.0.0
2,0.05,0.9,0.3,0.1,0.3,10000,20470283,P1,alternative,0.2;0.3;0.2;0.3,Power,0.9909,65,1.0.0
2,0.05,0.9,0.6,0.4,0,10000,20365554,H0_s0_k0,null,0.4;0.6;0.4;0.6,Type I error,0.0159,82,1.0.0
2,0.05,0.9,0.6,0.4,0,10000,20365554,H0_s0_k1,null,0.4;0.4;0.4;0.6,Type I error,0.0008,82,1.0.0
2,0.05,0.9,0.6,0.4,0,10000,20365554,H0_s0_k2,null,0.4;0.4;0.4;0.4,Type I error,0,82,1.0.0
2,0.05,0.9,0.6,0.4,0,10000,20365554,H0_s1_k1,null,0.2;0.4;0.4;0.6,Type I error,0.0383,82,1.0.0
2,0.05,0.9,0.6,0.4,0,10000,20365554,H0_s1_k2,null,0.2;0.4;0.4;0.4,Type I error,0.0019,82,1.0.0
2,0.05,0.9,0.6,0.4,0,10000,20365554,H0_s2_k2,null,0.2;0.4;0.2;0.4,Type I error,0.028,82,1.0.0
2,0.05,0.9,0.6,0.4,0,10000,20365554,W1,alternative,0.2;0.6;0.4;0.6,Power,0.9136,82,1.0.0
2,0.05,0.9,0.6,0.4,0,10000,20365554,W2,alternative,0.2;0.4;0.2;0.6,Power,0.908,82,1.0.0
2,0.05,0.9,0.6,0.4,0,10000,20365554,P1,alternative,0.2;0.6;0.2;0.6,Power,0.9905,82,1.0.0
2,0.05,0.9,0.6,0.4,0.3,10000,20470283,H0_s0_k0,null,0.4;0.6;0.4;0.6,Type I error,0.0145,82,1.0.0
2,0.05,0.9,0.6,0.4,0.3,10000,20470283,H0_s0_k1,null,0.4;0.4;0.4;0.6,Type I error,0.0006,82,1.0.0
2,0.05,0.9,0.6,0.4,0.3,10000,20470283,H0_s0_k2,null,0.4;0.4;0.4;0.4,Type I error,0.0001,82,1.0.0
2,0.05,0.9,0.6,0.4,0.3,10000,20470283,H0_s1_k1,null,0.2;0.4;0.4;0.6,Type I error,0.0391,82,1.0.0
2,0.05,0.9,0.6,0.4,0.3,10000,20470283,H0_s1_k2,null,0.2;0.4;0.4;0.4,Type I error,0.0018,82,1.0.0
2,0.05,0.9,0.6,0.4,0.3,10000,20470283,H0_s2_k2,null,0.2;0.4;0.2;0.4,Type I error,0.0243,82,1.0.0
2,0.05,0.9,0.6,0.4,0.3,10000,20470283,W1,alternative,0.2;0.6;0.4;0.6,Power,0.9091,82,1.0.0
2,0.05,0.9,0.6,0.4,0.3,10000,20470283,W2,alternative,0.2;0.4;0.2;0.6,Power,0.9015,82,1.0.0
2,0.05,0.9,0.6,0.4,0.3,10000,20470283,P1,alternative,0.2;0.6;0.2;0.6,Power,0.9905,82,1.0.0
2,0.1,0.8,0.3,0.1,0,10000,20365554,H0_s0_k0,null,0.4;0.3;0.4;0.3,Type I error,0.0437,45,1.0.0
2,0.1,0.8,0.3,0.1,0,10000,20365554,H0_s0_k1,null,0.4;0.1;0.4;0.3,Type I error,0.0048,45,1.0.0
2,0.1,0.8,0.3,0.1,0,10000,20365554,H0_s0_k2,null,0.4;0.1;0.4;0.1,Type I error,0.0002,45,1.0.0
2,0.1,0.8,0.3,0.1,0,10000,20365554,H0_s1_k1,null,0.2;0.1;0.4;0.3,Type I error,0.0634,45,1.0.0
2,0.1,0.8,0.3,0.1,0,10000,20365554,H0_s1_k2,null,0.2;0.1;0.4;0.1,Type I error,0.0036,45,1.0.0
2,0.1,0.8,0.3,0.1,0,10000,20365554,H0_s2_k2,null,0.2;0.1;0.2;0.1,Type I error,0.0298,45,1.0.0
2,0.1,0.8,0.3,0.1,0,10000,20365554,W1,alternative,0.2;0.3;0.4;0.3,Power,0.8086,45,1.0.0
2,0.1,0.8,0.3,0.1,0,10000,20365554,W2,alternative,0.2;0.1;0.2;0.3,Power,0.812,45,1.0.0
2,0.1,0.8,0.3,0.1,0,10000,20365554,P1,alternative,0.2;0.3;0.2;0.3,Power,0.958,45,1.0.0
2,0.1,0.8,0.3,0.1,0.3,10000,20470283,H0_s0_k0,null,0.4;0.3;0.4;0.3,Type I error,0.0406,45,1.0.0
2,0.1,0.8,0.3,0.1,0.3,10000,20470283,H0_s0_k1,null,0.4;0.1;0.4;0.3,Type I error,0.0042,45,1.0.0
2,0.1,0.8,0.3,0.1,0.3,10000,20470283,H0_s0_k2,null,0.4;0.1;0.4;0.1,Type I error,0.0001,45,1.0.0
2,0.1,0.8,0.3,0.1,0.3,10000,20470283,H0_s1_k1,null,0.2;0.1;0.4;0.3,Type I error,0.0608,45,1.0.0
2,0.1,0.8,0.3,0.1,0.3,10000,20470283,H0_s1_k2,null,0.2;0.1;0.4;0.1,Type I error,0.0021,45,1.0.0
2,0.1,0.8,0.3,0.1,0.3,10000,20470283,H0_s2_k2,null,0.2;0.1;0.2;0.1,Type I error,0.027,45,1.0.0
2,0.1,0.8,0.3,0.1,0.3,10000,20470283,W1,alternative,0.2;0.3;0.4;0.3,Power,0.8148,45,1.0.0
2,0.1,0.8,0.3,0.1,0.3,10000,20470283,W2,alternative,0.2;0.1;0.2;0.3,Power,0.8087,45,1.0.0
2,0.1,0.8,0.3,0.1,0.3,10000,20470283,P1,alternative,0.2;0.3;0.2;0.3,Power,0.9598,45,1.0.0
2,0.1,0.8,0.6,0.4,0,10000,20365554,H0_s0_k0,null,0.4;0.6;0.4;0.6,Type I error,0.0387,54,1.0.0
2,0.1,0.8,0.6,0.4,0,10000,20365554,H0_s0_k1,null,0.4;0.4;0.4;0.6,Type I error,0.0046,54,1.0.0
2,0.1,0.8,0.6,0.4,0,10000,20365554,H0_s0_k2,null,0.4;0.4;0.4;0.4,Type I error,0.0004,54,1.0.0
2,0.1,0.8,0.6,0.4,0,10000,20365554,H0_s1_k1,null,0.2;0.4;0.4;0.6,Type I error,0.0775,54,1.0.0
2,0.1,0.8,0.6,0.4,0,10000,20365554,H0_s1_k2,null,0.2;0.4;0.4;0.4,Type I error,0.0079,54,1.0.0
2,0.1,0.8,0.6,0.4,0,10000,20365554,H0_s2_k2,null,0.2;0.4;0.2;0.4,Type I error,0.0521,54,1.0.0
2,0.1,0.8,0.6,0.4,0,10000,20365554,W1,alternative,0.2;0.6;0.4;0.6,Power,0.812,54,1.0.0
2,0.1,0.8,0.6,0.4,0,10000,20365554,W2,alternative,0.2;0.4;0.2;0.6,Power,0.81,54,1.0.0
2,0.1,0.8,0.6,0.4,0,10000,20365554,P1,alternative,0.2;0.6;0.2;0.6,Power,0.9641,54,1.0.0
2,0.1,0.8,0.6,0.4,0.3,10000,20470283,H0_s0_k0,null,0.4;0.6;0.4;0.6,Type I error,0.0361,54,1.0.0
2,0.1,0.8,0.6,0.4,0.3,10000,20470283,H0_s0_k1,null,0.4;0.4;0.4;0.6,Type I error,0.0042,54,1.0.0
2,0.1,0.8,0.6,0.4,0.3,10000,20470283,H0_s0_k2,null,0.4;0.4;0.4;0.4,Type I error,0.0003,54,1.0.0
2,0.1,0.8,0.6,0.4,0.3,10000,20470283,H0_s1_k1,null,0.2;0.4;0.4;0.6,Type I error,0.0732,54,1.0.0
2,0.1,0.8,0.6,0.4,0.3,10000,20470283,H0_s1_k2,null,0.2;0.4;0.4;0.4,Type I error,0.0059,54,1.0.0
2,0.1,0.8,0.6,0.4,0.3,10000,20470283,H0_s2_k2,null,0.2;0.4;0.2;0.4,Type I error,0.0493,54,1.0.0
2,0.1,0.8,0.6,0.4,0.3,10000,20470283,W1,alternative,0.2;0.6;0.4;0.6,Power,0.8132,54,1.0.0
2,0.1,0.8,0.6,0.4,0.3,10000,20470283,W2,alternative,0.2;0.4;0.2;0.6,Power,0.8082,54,1.0.0
2,0.1,0.8,0.6,0.4,0.3,10000,20470283,P1,alternative,0.2;0.6;0.2;0.6,Power,0.9631,54,1.0.0
2,0.1,0.9,0.3,0.1,0,10000,20365554,H0_s0_k0,null,0.4;0.3;0.4;0.3,Type I error,0.0413,60,1.0.0
2,0.1,0.9,0.3,0.1,0,10000,20365554,H0_s0_k1,null,0.4;0.1;0.4;0.3,Type I error,0.0045,60,1.0.0
2,0.1,0.9,0.3,0.1,0,10000,20365554,H0_s0_k2,null,0.4;0.1;0.4;0.1,Type I error,0,60,1.0.0
2,0.1,0.9,0.3,0.1,0,10000,20365554,H0_s1_k1,null,0.2;0.1;0.4;0.3,Type I error,0.0709,60,1.0.0
2,0.1,0.9,0.3,0.1,0,10000,20365554,H0_s1_k2,null,0.2;0.1;0.4;0.1,Type I error,0.0031,60,1.0.0
2,0.1,0.9,0.3,0.1,0,10000,20365554,H0_s2_k2,null,0.2;0.1;0.2;0.1,Type I error,0.0338,60,1.0.0
2,0.1,0.9,0.3,0.1,0,10000,20365554,W1,alternative,0.2;0.3;0.4;0.3,Power,0.9082,60,1.0.0
2,0.1,0.9,0.3,0.1,0,10000,20365554,W2,alternative,0.2;0.1;0.2;0.3,Power,0.9072,60,1.0.0
2,0.1,0.9,0.3,0.1,0,10000,20365554,P1,alternative,0.2;0.3;0.2;0.3,Power,0.9921,60,1.0.0
2,0.1,0.9,0.3,0.1,0.3,10000,20470283,H0_s0_k0,null,0.4;0.3;0.4;0.3,Type I error,0.0431,60,1.0.0
2,0.1,0.9,0.3,0.1,0.3,10000,20470283,H0_s0_k1,null,0.4;0.1;0.4;0.3,Type I error,0.0046,60,1.0.0
2,0.1,0.9,0.3,0.1,0.3,10000,20470283,H0_s0_k2,null,0.4;0.1;0.4;0.1,Type I error,0.0002,60,1.0.0
2,0.1,0.9,0.3,0.1,0.3,10000,20470283,H0_s1_k1,null,0.2;0.1;0.4;0.3,Type I error,0.0713,60,1.0.0
2,0.1,0.9,0.3,0.1,0.3,10000,20470283,H0_s1_k2,null,0.2;0.1;0.4;0.1,Type I error,0.0036,60,1.0.0
2,0.1,0.9,0.3,0.1,0.3,10000,20470283,H0_s2_k2,null,0.2;0.1;0.2;0.1,Type I error,0.0318,60,1.0.0
2,0.1,0.9,0.3,0.1,0.3,10000,20470283,W1,alternative,0.2;0.3;0.4;0.3,Power,0.9041,60,1.0.0
2,0.1,0.9,0.3,0.1,0.3,10000,20470283,W2,alternative,0.2;0.1;0.2;0.3,Power,0.9043,60,1.0.0
2,0.1,0.9,0.3,0.1,0.3,10000,20470283,P1,alternative,0.2;0.3;0.2;0.3,Power,0.9926,60,1.0.0
2,0.1,0.9,0.6,0.4,0,10000,20365554,H0_s0_k0,null,0.4;0.6;0.4;0.6,Type I error,0.0447,74,1.0.0
2,0.1,0.9,0.6,0.4,0,10000,20365554,H0_s0_k1,null,0.4;0.4;0.4;0.6,Type I error,0.0052,74,1.0.0
2,0.1,0.9,0.6,0.4,0,10000,20365554,H0_s0_k2,null,0.4;0.4;0.4;0.4,Type I error,0.0004,74,1.0.0
2,0.1,0.9,0.6,0.4,0,10000,20365554,H0_s1_k1,null,0.2;0.4;0.4;0.6,Type I error,0.0872,74,1.0.0
2,0.1,0.9,0.6,0.4,0,10000,20365554,H0_s1_k2,null,0.2;0.4;0.4;0.4,Type I error,0.0079,74,1.0.0
2,0.1,0.9,0.6,0.4,0,10000,20365554,H0_s2_k2,null,0.2;0.4;0.2;0.4,Type I error,0.0539,74,1.0.0
2,0.1,0.9,0.6,0.4,0,10000,20365554,W1,alternative,0.2;0.6;0.4;0.6,Power,0.9122,74,1.0.0
2,0.1,0.9,0.6,0.4,0,10000,20365554,W2,alternative,0.2;0.4;0.2;0.6,Power,0.9059,74,1.0.0
2,0.1,0.9,0.6,0.4,0,10000,20365554,P1,alternative,0.2;0.6;0.2;0.6,Power,0.9952,74,1.0.0
2,0.1,0.9,0.6,0.4,0.3,10000,20470283,H0_s0_k0,null,0.4;0.6;0.4;0.6,Type I error,0.0425,74,1.0.0
2,0.1,0.9,0.6,0.4,0.3,10000,20470283,H0_s0_k1,null,0.4;0.4;0.4;0.6,Type I error,0.006,74,1.0.0
2,0.1,0.9,0.6,0.4,0.3,10000,20470283,H0_s0_k2,null,0.4;0.4;0.4;0.4,Type I error,0.0002,74,1.0.0
2,0.1,0.9,0.6,0.4,0.3,10000,20470283,H0_s1_k1,null,0.2;0.4;0.4;0.6,Type I error,0.0883,74,1.0.0
2,0.1,0.9,0.6,0.4,0.3,10000,20470283,H0_s1_k2,null,0.2;0.4;0.4;0.4,Type I error,0.0055,74,1.0.0
2,0.1,0.9,0.6,0.4,0.3,10000,20470283,H0_s2_k2,null,0.2;0.4;0.2;0.4,Type I error,0.0484,74,1.0.0
2,0.1,0.9,0.6,0.4,0.3,10000,20470283,W1,alternative,0.2;0.6;0.4;0.6,Power,0.9067,74,1.0.0
2,0.1,0.9,0.6,0.4,0.3,10000,20470283,W2,alternative,0.2;0.4;0.2;0.6,Power,0.8997,74,1.0.0
2,0.1,0.9,0.6,0.4,0.3,10000,20470283,P1,alternative,0.2;0.6;0.2;0.6,Power,0.9949,74,1.0.0
3,0.05,0.8,0.3,0.1,0,10000,20365554,H0_s0_k0,null,0.4;0.3;0.4;0.3;0.4;0.3,Type I error,0.0437,51,1.0.0
3,0.05,0.8,0.3,0.1,0,10000,20365554,H0_s0_k1,null,0.4;0.1;0.4;0.3;0.4;0.3,Type I error,0.004,51,1.0.0
3,0.05,0.8,0.3,0.1,0,10000,20365554,H0_s0_k2,null,0.4;0.1;0.4;0.1;0.4;0.3,Type I error,0.0005,51,1.0.0
3,0.05,0.8,0.3,0.1,0,10000,20365554,H0_s0_k3,null,0.4;0.1;0.4;0.1;0.4;0.1,Type I error,0,51,1.0.0
3,0.05,0.8,0.3,0.1,0,10000,20365554,H0_s1_k1,null,0.2;0.1;0.4;0.3;0.4;0.3,Type I error,0.0451,51,1.0.0
3,0.05,0.8,0.3,0.1,0,10000,20365554,H0_s1_k2,null,0.2;0.1;0.4;0.1;0.4;0.3,Type I error,0.0034,51,1.0.0
3,0.05,0.8,0.3,0.1,0,10000,20365554,H0_s1_k3,null,0.2;0.1;0.4;0.1;0.4;0.1,Type I error,0,51,1.0.0
3,0.05,0.8,0.3,0.1,0,10000,20365554,H0_s2_k2,null,0.2;0.1;0.2;0.1;0.4;0.3,Type I error,0.0429,51,1.0.0
3,0.05,0.8,0.3,0.1,0,10000,20365554,H0_s2_k3,null,0.2;0.1;0.2;0.1;0.4;0.1,Type I error,0.0004,51,1.0.0
3,0.05,0.8,0.3,0.1,0,10000,20365554,H0_s3_k3,null,0.2;0.1;0.2;0.1;0.2;0.1,Type I error,0.0106,51,1.0.0
3,0.05,0.8,0.3,0.1,0,10000,20365554,W1,alternative,0.2;0.3;0.4;0.3;0.4;0.3,Power,0.8176,51,1.0.0
3,0.05,0.8,0.3,0.1,0,10000,20365554,W2,alternative,0.2;0.1;0.2;0.3;0.4;0.3,Power,0.8053,51,1.0.0
3,0.05,0.8,0.3,0.1,0,10000,20365554,W3,alternative,0.2;0.1;0.2;0.1;0.2;0.3,Power,0.849,51,1.0.0
3,0.05,0.8,0.3,0.1,0,10000,20365554,P1,alternative,0.2;0.3;0.2;0.3;0.4;0.3,Power,0.9282,51,1.0.0
3,0.05,0.8,0.3,0.1,0,10000,20365554,P2,alternative,0.2;0.1;0.2;0.3;0.2;0.3,Power,0.9548,51,1.0.0
3,0.05,0.8,0.3,0.1,0.3,10000,20470283,H0_s0_k0,null,0.4;0.3;0.4;0.3;0.4;0.3,Type I error,0.0374,51,1.0.0
3,0.05,0.8,0.3,0.1,0.3,10000,20470283,H0_s0_k1,null,0.4;0.1;0.4;0.3;0.4;0.3,Type I error,0.0023,51,1.0.0
3,0.05,0.8,0.3,0.1,0.3,10000,20470283,H0_s0_k2,null,0.4;0.1;0.4;0.1;0.4;0.3,Type I error,0.0003,51,1.0.0
3,0.05,0.8,0.3,0.1,0.3,10000,20470283,H0_s0_k3,null,0.4;0.1;0.4;0.1;0.4;0.1,Type I error,0,51,1.0.0
3,0.05,0.8,0.3,0.1,0.3,10000,20470283,H0_s1_k1,null,0.2;0.1;0.4;0.3;0.4;0.3,Type I error,0.0447,51,1.0.0
3,0.05,0.8,0.3,0.1,0.3,10000,20470283,H0_s1_k2,null,0.2;0.1;0.4;0.1;0.4;0.3,Type I error,0.0042,51,1.0.0
3,0.05,0.8,0.3,0.1,0.3,10000,20470283,H0_s1_k3,null,0.2;0.1;0.4;0.1;0.4;0.1,Type I error,0.0001,51,1.0.0
3,0.05,0.8,0.3,0.1,0.3,10000,20470283,H0_s2_k2,null,0.2;0.1;0.2;0.1;0.4;0.3,Type I error,0.0477,51,1.0.0
3,0.05,0.8,0.3,0.1,0.3,10000,20470283,H0_s2_k3,null,0.2;0.1;0.2;0.1;0.4;0.1,Type I error,0.0007,51,1.0.0
3,0.05,0.8,0.3,0.1,0.3,10000,20470283,H0_s3_k3,null,0.2;0.1;0.2;0.1;0.2;0.1,Type I error,0.0081,51,1.0.0
3,0.05,0.8,0.3,0.1,0.3,10000,20470283,W1,alternative,0.2;0.3;0.4;0.3;0.4;0.3,Power,0.8126,51,1.0.0
3,0.05,0.8,0.3,0.1,0.3,10000,20470283,W2,alternative,0.2;0.1;0.2;0.3;0.4;0.3,Power,0.7942,51,1.0.0
3,0.05,0.8,0.3,0.1,0.3,10000,20470283,W3,alternative,0.2;0.1;0.2;0.1;0.2;0.3,Power,0.8372,51,1.0.0
3,0.05,0.8,0.3,0.1,0.3,10000,20470283,P1,alternative,0.2;0.3;0.2;0.3;0.4;0.3,Power,0.9196,51,1.0.0
3,0.05,0.8,0.3,0.1,0.3,10000,20470283,P2,alternative,0.2;0.1;0.2;0.3;0.2;0.3,Power,0.9533,51,1.0.0
3,0.05,0.8,0.6,0.4,0,10000,20365554,H0_s0_k0,null,0.4;0.6;0.4;0.6;0.4;0.6,Type I error,0.0245,65,1.0.0
3,0.05,0.8,0.6,0.4,0,10000,20365554,H0_s0_k1,null,0.4;0.4;0.4;0.6;0.4;0.6,Type I error,0.0019,65,1.0.0
3,0.05,0.8,0.6,0.4,0,10000,20365554,H0_s0_k2,null,0.4;0.4;0.4;0.4;0.4;0.6,Type I error,0.0001,65,1.0.0
3,0.05,0.8,0.6,0.4,0,10000,20365554,H0_s0_k3,null,0.4;0.4;0.4;0.4;0.4;0.4,Type I error,0,65,1.0.0
3,0.05,0.8,0.6,0.4,0,10000,20365554,H0_s1_k1,null,0.2;0.4;0.4;0.6;0.4;0.6,Type I error,0.0485,65,1.0.0
3,0.05,0.8,0.6,0.4,0,10000,20365554,H0_s1_k2,null,0.2;0.4;0.4;0.4;0.4;0.6,Type I error,0.0035,65,1.0.0
3,0.05,0.8,0.6,0.4,0,10000,20365554,H0_s1_k3,null,0.2;0.4;0.4;0.4;0.4;0.4,Type I error,0.0001,65,1.0.0
3,0.05,0.8,0.6,0.4,0,10000,20365554,H0_s2_k2,null,0.2;0.4;0.2;0.4;0.4;0.6,Type I error,0.0457,65,1.0.0
3,0.05,0.8,0.6,0.4,0,10000,20365554,H0_s2_k3,null,0.2;0.4;0.2;0.4;0.4;0.4,Type I error,0.0028,65,1.0.0
3,0.05,0.8,0.6,0.4,0,10000,20365554,H0_s3_k3,null,0.2;0.4;0.2;0.4;0.2;0.4,Type I error,0.0267,65,1.0.0
3,0.05,0.8,0.6,0.4,0,10000,20365554,W1,alternative,0.2;0.6;0.4;0.6;0.4;0.6,Power,0.8344,65,1.0.0
3,0.05,0.8,0.6,0.4,0,10000,20365554,W2,alternative,0.2;0.4;0.2;0.6;0.4;0.6,Power,0.8071,65,1.0.0
3,0.05,0.8,0.6,0.4,0,10000,20365554,W3,alternative,0.2;0.4;0.2;0.4;0.2;0.6,Power,0.8357,65,1.0.0
3,0.05,0.8,0.6,0.4,0,10000,20365554,P1,alternative,0.2;0.6;0.2;0.6;0.4;0.6,Power,0.9388,65,1.0.0
3,0.05,0.8,0.6,0.4,0,10000,20365554,P2,alternative,0.2;0.4;0.2;0.6;0.2;0.6,Power,0.9365,65,1.0.0
3,0.05,0.8,0.6,0.4,0.3,10000,20470283,H0_s0_k0,null,0.4;0.6;0.4;0.6;0.4;0.6,Type I error,0.0205,65,1.0.0
3,0.05,0.8,0.6,0.4,0.3,10000,20470283,H0_s0_k1,null,0.4;0.4;0.4;0.6;0.4;0.6,Type I error,0.0015,65,1.0.0
